      1 30013276	chimney brush	 (GPC attValue)
      1 30013275	flue cover	 (GPC attValue)
      1 30013274	hard shaped	 (GPC attValue)
      1 30013273	spraygun strainer	 (GPC attValue)
      1 30013272	beaker strainer	 (GPC attValue)
      1 30013271	conical strainer	 (GPC attValue)
      1 30013270	drawer slide	 (GPC attValue)
      1 30013269	half automatic espresso maker	 (GPC attValue)
      1 30013268	portioned open	 (GPC attValue)
      1 30013267	portioned closed	 (GPC attValue)
      1 30013259	freestanding with built-in frame	 (GPC attValue)
      1 30013240	copier	 (GPC attValue)
      1 30013239	facsimile	 (GPC attValue)
      1 30013235	mobile phone	 (GPC attValue)
      1 30013231	>16.9	 (GPC attValue)
      1 30013230	14-16.9	 (GPC attValue)
      1 30013229	<14	 (GPC attValue)
      1 30013228	3.5 inch	 (GPC attValue)
      1 30013227	2.5 inch	 (GPC attValue)
      1 30013226	1.8 inch	 (GPC attValue)
      1 30013225	1.0 inch	 (GPC attValue)
      1 30013222	qwertz/qwerty keyboard	 (GPC attValue)
      1 30013221	reduced phone keyboard	 (GPC attValue)
      1 30013214	radio/navigation 2 din format	 (GPC attValue)
      1 30013202	10,1-11	 (GPC attValue)
      1 30013201	8,1-10	 (GPC attValue)
      1 30013200	7,1-8	 (GPC attValue)
      1 30013199	<7	 (GPC attValue)
      1 30013198	>60	 (GPC attValue)
      1 30013197	33-37	 (GPC attValue)
      1 30013196	28-32	 (GPC attValue)
      1 30013195	24-27	 (GPC attValue)
      1 30013194	22-23	 (GPC attValue)
      1 30013193	17-21	 (GPC attValue)
      1 30013192	<17	 (GPC attValue)
      1 30013191	beading	 (GPC attValue)
      1 30013190	joiner	 (GPC attValue)
      1 30013188	news broadcaster	 (GPC attValue)
      1 30013187	weather forecaster	 (GPC attValue)
      1 30013186	stock market tracker	 (GPC attValue)
      1 30013185	toy computer mouse	 (GPC attValue)
      1 30013184	toy computer keyboard	 (GPC attValue)
      1 30013179	chenille stem	 (GPC attValue)
      1 30013178	3-d shape	 (GPC attValue)
      1 30013177	alphabet cut-out	 (GPC attValue)
      1 30013172	cake server	 (GPC attValue)
      1 30013170	food brush	 (GPC attValue)
      1 30013169	food pump	 (GPC attValue)
      1 30013168	f	F - Up to 80 km/h (50 mph). (GPC attValue)
      1 30013167	base leveller	 (GPC attValue)
      1 30013166	turkey lifter	 (GPC attValue)
      1 30013164	pre-measured	 (GPC attValue)
      1 30013157	echinacea	 (GPC attValue)
      1 30013156	sweet thai dip	 (GPC attValue)
      1 30013155	red pepper/tomato dip	 (GPC attValue)
      1 30013154	garlic dip	 (GPC attValue)
      1 30013153	tomato/coriander dip	 (GPC attValue)
      1 30013152	rocket/basil dip	 (GPC attValue)
      1 30013151	sweet/sour dip	 (GPC attValue)
      1 30013150	chilli dip	 (GPC attValue)
      1 30013129	chicken pasta salad	 (GPC attValue)
      1 30013128	noodle/prawn salad	 (GPC attValue)
      1 30013127	bacon salad	 (GPC attValue)
      1 30013126	vegetable salad	 (GPC attValue)
      1 30013125	chicken/bacon salad	 (GPC attValue)
      1 30013124	florida salad	 (GPC attValue)
      1 30013122	salmon/herb potato salad	 (GPC attValue)
      1 30013121	prawn/crayfish salad	 (GPC attValue)
      1 30013120	cream horn	 (GPC attValue)
      1 30013118	rice salad	 (GPC attValue)
      1 30013117	tomato/basil couscou	 (GPC attValue)
      1 30013116	pasta salad	 (GPC attValue)
      1 30013115	scotch egg	 (GPC attValue)
      1 30013114	feta/olive salad	 (GPC attValue)
      1 30013113	coleslaw/cheese salad	 (GPC attValue)
      1 30013112	tomato/mozzarella salad	 (GPC attValue)
      1 30013111	salmon/egg salad	 (GPC attValue)
      1 30013110	soap filled pad	 (GPC attValue)
      1 30013109	scouring pad	 (GPC attValue)
      1 30013108	fabric/cloth duster	 (GPC attValue)
      1 30013107	dish rack	 (GPC attValue)
      1 30013106	potpourri	 (GPC attValue)
      1 30013105	ironing/linen water	 (GPC attValue)
      1 30013104	chlamydia test	 (GPC attValue)
      1 30013103	multi drug test	 (GPC attValue)
      1 30013102	drink spike test	 (GPC attValue)
      1 30013101	stomach ulcer test	 (GPC attValue)
      1 30013100	menopause test	 (GPC attValue)
      1 30013099	urinary tract test	 (GPC attValue)
      1 30013098	bowel health test	 (GPC attValue)
      1 30013094	bronzer	 (GPC attValue)
      1 30013093	moisturising mask	 (GPC attValue)
      1 30013092	cleansing mask	 (GPC attValue)
      1 30013091	shaving bowl	 (GPC attValue)
      1 30013089	nappy soak	 (GPC attValue)
      1 30013088	good luck - non specific	 (GPC attValue)
      1 30013087	congratulations - non specific	 (GPC attValue)
      1 30013086	new year	 (GPC attValue)
      1 30013085	fathers day	 (GPC attValue)
      1 30013084	mothers day	 (GPC attValue)
      1 30013083	betrothal/engagement	 (GPC attValue)
      1 30013082	cultural/religious celebration	 (GPC attValue)
      1 30013081	baby birth	 (GPC attValue)
      1 30013080	retirement	 (GPC attValue)
      1 30013079	leaving	 (GPC attValue)
      1 30013078	thank you	 (GPC attValue)
      1 30013077	thinking of you	 (GPC attValue)
      1 30013076	sympathy	 (GPC attValue)
      1 30013075	someone special	 (GPC attValue)
      1 30013073	new home	 (GPC attValue)
      1 30013072	birthday	 (GPC attValue)
      1 30013071	wedding anniversary	 (GPC attValue)
      1 30013069	party	 (GPC attValue)
      1 30013068	baptism	 (GPC attValue)
      1 30013067	farewell/goodbye	 (GPC attValue)
      1 30013066	get well	 (GPC attValue)
      1 30013064	friendship	 (GPC attValue)
      1 30013063	new job	 (GPC attValue)
      1 30013062	examination result	 (GPC attValue)
      1 30013061	reply card	 (GPC attValue)
      1 30013060	luggage lock	 (GPC attValue)
      1 30013059	vase hugger	 (GPC attValue)
      1 30013058	plate holder/stand	 (GPC attValue)
      1 30013057	tree skirt	 (GPC attValue)
      1 30013056	candle ring	 (GPC attValue)
      1 30013055	ornamental bowl	 (GPC attValue)
      1 30013054	spatula/turner	 (GPC attValue)
      1 30013053	food scraper	 (GPC attValue)
      1 30013052	corn holder (non disposable)	 (GPC attValue)
      1 30013051	chopstick (disposable)	 (GPC attValue)
      1 30013050	chopstick (non disposable)	 (GPC attValue)
      1 30013049	egg ring	 (GPC attValue)
      1 30013048	steam basket	 (GPC attValue)
      1 30013047	pot/pan lid	 (GPC attValue)
      1 30013046	heat diffuser	 (GPC attValue)
      1 30013045	crab mallet	 (GPC attValue)
      1 30013044	combination corer/peeler	 (GPC attValue)
      1 30013043	cherry/olive pitter/stoner	 (GPC attValue)
      1 30013042	strawberry huller	 (GPC attValue)
      1 30013041	gas burner bib	 (GPC attValue)
      1 30013040	grill topper	 (GPC attValue)
      1 30013039	insulated pan handle sleeve	 (GPC attValue)
      1 30013038	oven cloth	 (GPC attValue)
      1 30013037	frozen drinks maker	 (GPC attValue)
      1 30013036	ice shaver	 (GPC attValue)
      1 30013035	burner cover	 (GPC attValue)
      1 30013034	paint/varnish colour strip	 (GPC attValue)
      1 30013031	toy crane	 (GPC attValue)
      1 30013030	toy post box	 (GPC attValue)
      1 30013029	toy money	 (GPC attValue)
      1 30013028	toy post office set	 (GPC attValue)
      1 30013027	toy firemans equipment	 (GPC attValue)
      1 30013026	toy shopping trolley	 (GPC attValue)
      1 30013025	toy microwave	 (GPC attValue)
      1 30013024	toy toaster	 (GPC attValue)
      1 30013023	toy kettle	 (GPC attValue)
      1 30013022	toy barbecue	 (GPC attValue)
      1 30013021	toy drill	 (GPC attValue)
      1 30013020	toy wheelbarrow	 (GPC attValue)
      1 30013019	toy lawn trimmer	 (GPC attValue)
      1 30013018	toy ironing board	 (GPC attValue)
      1 30013017	toy washing machine	 (GPC attValue)
      1 30013016	toy saw	 (GPC attValue)
      1 30013015	toy cleaning set	 (GPC attValue)
      1 30013014	toy gardening set	 (GPC attValue)
      1 30013013	toy vacuum cleaner	 (GPC attValue)
      1 30013012	toy screw driver	 (GPC attValue)
      1 30013011	toy tool bench	 (GPC attValue)
      1 30013010	toy tool box/set	 (GPC attValue)
      1 30013009	toy iron	 (GPC attValue)
      1 30013008	toy lawnmower	 (GPC attValue)
      1 30013007	imitation work uniform	 (GPC attValue)
      1 30013006	swimming pool float/raft	 (GPC attValue)
      1 30013005	telephone	 (GPC attValue)
      1 30013002	smart media card (digital camera)	 (GPC attValue)
      1 30013000	data cartridge/tape	 (GPC attValue)
      1 30012999	smart media card (recordable media)	 (GPC attValue)
      1 30012996	jazz disc	 (GPC attValue)
      1 30012991	cassetted ribbon	 (GPC attValue)
      1 30012990	spooled ribbon	 (GPC attValue)
      1 30012989	drum cartridge	 (GPC attValue)
      1 30012988	thermal film	 (GPC attValue)
      1 30012987	film cartridge	 (GPC attValue)
      1 30012986	ink film	 (GPC attValue)
      1 30012985	water repellent	 (GPC attValue)
      1 30012983	clevis pin	 (GPC attValue)
      1 30012981	smoke pellet	 (GPC attValue)
      1 30012980	wire fabric welded	 (GPC attValue)
      1 30012979	loop head	 (GPC attValue)
      1 30012978	volute	 (GPC attValue)
      1 30012976	gutter guard	 (GPC attValue)
      1 30012975	torchiere	 (GPC attValue)
      1 30012974	lampion	 (GPC attValue)
      1 30012970	replacement handle	 (GPC attValue)
      1 30012964	hand-held lamp/torch	 (GPC attValue)
      1 30012963	head lamp	 (GPC attValue)
      1 30012962	surface fitting	 (GPC attValue)
      1 30012961	data network splitter	 (GPC attValue)
      1 30012960	desktop mobile phone holder	 (GPC attValue)
      1 30012959	mobile phone belt clip	 (GPC attValue)
      1 30012958	car phone holder	 (GPC attValue)
      1 30012956	spray bottle	 (GPC attValue)
      1 30012955	adhesive tape dispenser	 (GPC attValue)
      1 30012954	pressure cooker gasket	 (GPC attValue)
      1 30012953	pressure cooker valve	 (GPC attValue)
      1 30012952	pressure cooker (non powered)	This term is used to describe products that can be described as a non-electric cooking utensil consisting of a recipient made of thick metal that can be hermetically sealed by a lid equipped with a pressure valve. It enables food to be cooked at high pressure. (GPC attValue)
      1 30012950	cable ladder	 (GPC attValue)
      1 30012949	wire lacing cord	 (GPC attValue)
      1 30012948	wire guard nail plate	 (GPC attValue)
      1 30012947	wire marker roll dispenser	 (GPC attValue)
      1 30012946	indent embosser	 (GPC attValue)
      1 30012945	wire marker card	 (GPC attValue)
      1 30012944	wire marker book	 (GPC attValue)
      1 30012943	wire labelling printer	 (GPC attValue)
      1 30012942	terminal block identification	 (GPC attValue)
      1 30012941	conduit identification	 (GPC attValue)
      1 30012940	wire/cable identification	 (GPC attValue)
      1 30012939	voltage identification	 (GPC attValue)
      1 30012938	clip-on cable marker	 (GPC attValue)
      1 30012937	transformer handle	 (GPC attValue)
      1 30012936	cable connector - strain relief	 (GPC attValue)
      1 30012935	cable splice kit	 (GPC attValue)
      1 30012934	cable tie mount	 (GPC attValue)
      1 30012933	din rail	 (GPC attValue)
      1 30012932	panel mounted	 (GPC attValue)
      1 30012931	relay board	 (GPC attValue)
      1 30012930	switch part	 (GPC attValue)
      1 30012929	vacuum contactor	 (GPC attValue)
      1 30012928	dc contactor	 (GPC attValue)
      1 30012927	12 year	 (GPC attValue)
      1 30012926	bus connector	 (GPC attValue)
      1 30012923	jumper bar/cable	 (GPC attValue)
      1 30012922	liquid tight connector	 (GPC attValue)
      1 30012921	electrical bushing	 (GPC attValue)
      1 30012920	electrical box extension	 (GPC attValue)
      1 30012919	ceiling box flange	 (GPC attValue)
      1 30012918	enclosure plate	 (GPC attValue)
      1 30012917	modular enclosure	 (GPC attValue)
      1 30012916	electrical junction box	 (GPC attValue)
      1 30012915	telephone termination cabinet	 (GPC attValue)
      1 30012914	masonry box	 (GPC attValue)
      1 30012913	hazardous location box	 (GPC attValue)
      1 30012912	gang box	 (GPC attValue)
      1 30012911	fuse cabinet	 (GPC attValue)
      1 30012910	electrical terminal enclosure	 (GPC attValue)
      1 30012909	electrical pushbutton enclosure	 (GPC attValue)
      1 30012908	general purpose electrical enclosure	 (GPC attValue)
      1 30012907	electrical console/consolet enclosure	 (GPC attValue)
      1 30012906	current transformer enclosure	 (GPC attValue)
      1 30012905	circuit breaker enclosure	 (GPC attValue)
      1 30012904	fire rated	 (GPC attValue)
      1 30012903	explosion proof	 (GPC attValue)
      1 30012902	weatherproof	 (GPC attValue)
      1 30012901	underground	 (GPC attValue)
      1 30012900	wallpaper mural	 (GPC attValue)
      1 30012899	wallpaper border	 (GPC attValue)
      1 30012897	natural wood	 (GPC attValue)
      1 30012895	long straw	 (GPC attValue)
      1 30012894	wheat reed	 (GPC attValue)
      1 30012893	water reed	 (GPC attValue)
      1 30012892	screw driven	 (GPC attValue)
      1 30012891	chain driven	 (GPC attValue)
      1 30012890	belt driven	 (GPC attValue)
      1 30012889	lamp reflector	 (GPC attValue)
      1 30012888	lamp mounting box	 (GPC attValue)
      1 30012887	lamp arm/swing arm	 (GPC attValue)
      1 30012886	floor pole/post	 (GPC attValue)
      1 30012883	screw cup	 (GPC attValue)
      1 30012882	toggle catch	 (GPC attValue)
      1 30012881	roller catch	 (GPC attValue)
      1 30012880	magnetic catch	 (GPC attValue)
      1 30012879	bales catch	 (GPC attValue)
      1 30012877	shelving bracket	 (GPC attValue)
      1 30012876	appliance bracket	 (GPC attValue)
      1 30012875	hand-rail bracket	 (GPC attValue)
      1 30012874	dome nut	 (GPC attValue)
      1 30012873	hexagon nut	 (GPC attValue)
      1 30012869	track mounted	 (GPC attValue)
      1 30012868	desk/table mounted	 (GPC attValue)
      1 30012865	chandelier	 (GPC attValue)
      1 30012863	acrylic sealant	 (GPC attValue)
      1 30012862	water based sealant	 (GPC attValue)
      1 30012861	silicone sealant	 (GPC attValue)
      1 30012860	hazard tape	 (GPC attValue)
      1 30012859	duck power tape	 (GPC attValue)
      1 30012858	recessed	 (GPC attValue)
      1 30012856	duct tape	 (GPC attValue)
      1 30012854	splash block	 (GPC attValue)
      1 30012852	down spout connector	 (GPC attValue)
      1 30012851	pipe elbow	 (GPC attValue)
      1 30012850	pipe diverter	 (GPC attValue)
      1 30012849	electromagnetic induction	 (GPC attValue)
      1 30012848	underground pipe	 (GPC attValue)
      1 30012847	drainage adaptor	 (GPC attValue)
      1 30012846	drainage gully	 (GPC attValue)
      1 30012845	inlet chamber	 (GPC attValue)
      1 30012844	socket bend	 (GPC attValue)
      1 30012843	gutter bracket	 (GPC attValue)
      1 30012842	gutter corner	 (GPC attValue)
      1 30012841	gutter end cap	 (GPC attValue)
      1 30012840	gutter spike	 (GPC attValue)
      1 30012839	gutter section	 (GPC attValue)
      1 30012838	projector lamp	 (GPC attValue)
      1 30012837	thixotropic grout	 (GPC attValue)
      1 30012836	resin grout	 (GPC attValue)
      1 30012835	flooring grout	 (GPC attValue)
      1 30012834	tiling grout	 (GPC attValue)
      1 30012833	i-beam connector	 (GPC attValue)
      1 30012830	shim/spacer	 (GPC attValue)
      1 30012829	photo mask	 (GPC attValue)
      1 30012828	sputtering target	 (GPC attValue)
      1 30012827	circuit lid	 (GPC attValue)
      1 30012826	bare printed circuit board	 (GPC attValue)
      1 30012825	heat sink insulator	 (GPC attValue)
      1 30012824	heat sink compound	 (GPC attValue)
      1 30012823	circuit socket/mount	 (GPC attValue)
      1 30012822	semiconductor wafer	 (GPC attValue)
      1 30012821	semiconductor die	 (GPC attValue)
      1 30012820	heat sink	 (GPC attValue)
      1 30012819	multiple gang	 (GPC attValue)
      1 30012818	single gang	 (GPC attValue)
      1 30012817	power socket	 (GPC attValue)
      1 30012816	switch	 (GPC attValue)
      1 30012815	coaxial socket	 (GPC attValue)
      1 30012814	network socket	 (GPC attValue)
      1 30012813	telephone socket	 (GPC attValue)
      1 30012812	point-of-use	 (GPC attValue)
      1 30012811	conduit expansion fitting	 (GPC attValue)
      1 30012810	conduit service entrance hood	 (GPC attValue)
      1 30012809	conduit spacer/nest rack	 (GPC attValue)
      1 30012808	conduit locknut	 (GPC attValue)
      1 30012807	conduit nipple	 (GPC attValue)
      1 30012806	conduit elbow	 (GPC attValue)
      1 30012805	conduit coupling	 (GPC attValue)
      1 30012804	conduit hub	 (GPC attValue)
      1 30012803	conduit reducing bushing	 (GPC attValue)
      1 30012802	conduit end bell	 (GPC attValue)
      1 30012801	conduit connection box	 (GPC attValue)
      1 30012800	conduit gasket/cover	 (GPC attValue)
      1 30012799	conduit body	 (GPC attValue)
      1 30012797	phase failure relay	 (GPC attValue)
      1 30012796	relay socket/base	 (GPC attValue)
      1 30012795	indicator light/reflector	 (GPC attValue)
      1 30012794	hurricane tie	 (GPC attValue)
      1 30012793	solid state relay	 (GPC attValue)
      1 30012792	control relay	 (GPC attValue)
      1 30012791	overload relay	 (GPC attValue)
      1 30012790	time relay	 (GPC attValue)
      1 30012789	mercury relay	 (GPC attValue)
      1 30012788	alternating voltage relay	 (GPC attValue)
      1 30012787	socket relay	 (GPC attValue)
      1 30012786	general purpose relay	 (GPC attValue)
      1 30012785	power relay	 (GPC attValue)
      1 30012784	speed switch	 (GPC attValue)
      1 30012783	photocell switch	 (GPC attValue)
      1 30012782	locking switch	 (GPC attValue)
      1 30012781	combination switch	 (GPC attValue)
      1 30012780	radio frequency (rf) switch	 (GPC attValue)
      1 30012779	level/float switch	 (GPC attValue)
      1 30012778	non-fusible switch	 (GPC attValue)
      1 30012777	temperature switch	 (GPC attValue)
      1 30012776	vacuum switch	 (GPC attValue)
      1 30012775	joystick switch	 (GPC attValue)
      1 30012774	rocker switch	 (GPC attValue)
      1 30012773	mercury switch	 (GPC attValue)
      1 30012772	keylock switch	 (GPC attValue)
      1 30012771	flow switch	 (GPC attValue)
      1 30012770	foot switch	 (GPC attValue)
      1 30012769	sound-sensitive switch	 (GPC attValue)
      1 30012768	variable switch	 (GPC attValue)
      1 30012767	controller switch	 (GPC attValue)
      1 30012766	limit switch	 (GPC attValue)
      1 30012765	touch-sensitive switch	 (GPC attValue)
      1 30012764	magnetic switch	 (GPC attValue)
      1 30012763	pull-chain switch	 (GPC attValue)
      1 30012762	rotary switch	 (GPC attValue)
      1 30012761	push-button switch	 (GPC attValue)
      1 30012760	slide switch	 (GPC attValue)
      1 30012759	toggle switch	 (GPC attValue)
      1 30012758	pressure switch	 (GPC attValue)
      1 30012757	snap switch	 (GPC attValue)
      1 30012756	time switch	 (GPC attValue)
      1 30012755	drum switch	 (GPC attValue)
      1 30012754	satellite signal splitter	 (GPC attValue)
      1 30012753	microphone splitter	 (GPC attValue)
      1 30012752	radio frequency (rf) signal splitter	 (GPC attValue)
      1 30012751	power splitter	 (GPC attValue)
      1 30012750	ultra fast-acting (ff)	 (GPC attValue)
      1 30012749	fast-acting/fast-blow (f)	 (GPC attValue)
      1 30012748	time delay/slow-blow (t)	 (GPC attValue)
      1 30012747	power circuit fuse	 (GPC attValue)
      1 30012746	plug fuse	 (GPC attValue)
      1 30012745	brick	 (GPC attValue)
      1 30012744	conversion socket/receptacle/outlet	 (GPC attValue)
      1 30012743	fuse puller	 (GPC attValue)
      1 30012742	fuse holder	 (GPC attValue)
      1 30012741	fuse clip	 (GPC attValue)
      1 30012740	fuse block	 (GPC attValue)
      1 30012739	circuit breaker lockout/tagout	 (GPC attValue)
      1 30012738	cement	 (GPC attValue)
      1 30012736	terminal block partition/separator	 (GPC attValue)
      1 30012735	fixed - decorative	 (GPC attValue)
      1 30012734	terminal block cover	 (GPC attValue)
      1 30012733	hinged - functional	 (GPC attValue)
      1 30012732	wire terminal kit	 (GPC attValue)
      1 30012731	clamp/spring jaw	 (GPC attValue)
      1 30012730	requires assembly	 (GPC attValue)
      1 30012729	pre-assembled	 (GPC attValue)
      1 30012728	isolator	 (GPC attValue)
      1 30012727	incomer	 (GPC attValue)
      1 30012726	disconnector	 (GPC attValue)
      1 30012725	fibre mesh	 (GPC attValue)
      1 30012724	chimney pot/top	 (GPC attValue)
      1 30012723	roofing drip edge	 (GPC attValue)
      1 30012722	gable vent	 (GPC attValue)
      1 30012721	ridge vent	 (GPC attValue)
      1 30012720	roofing fabric	 (GPC attValue)
      1 30012719	roof valley	 (GPC attValue)
      1 30012718	roofing felt	 (GPC attValue)
      1 30012717	roof ripper	 (GPC attValue)
      1 30012715	roof drain	 (GPC attValue)
      1 30012714	roofing mop	 (GPC attValue)
      1 30012713	roofing brush	 (GPC attValue)
      1 30012712	snow break	 (GPC attValue)
      1 30012711	gravel stop	 (GPC attValue)
      1 30012710	roof fascia	 (GPC attValue)
      1 30012709	high voltage	 (GPC attValue)
      1 30012708	low voltage	 (GPC attValue)
      1 30012707	non-electrolytic	 (GPC attValue)
      1 30012705	tantalum	 (GPC attValue)
      1 30012704	audio cable/wire	 (GPC attValue)
      1 30012703	telephone cable/wire	 (GPC attValue)
      1 30012702	data/network cable	 (GPC attValue)
      1 30012701	coaxial cable	 (GPC attValue)
      1 30012700	fibre optic cable	 (GPC attValue)
      1 30012699	registered jack (rj)	 (GPC attValue)
      1 30012698	splice	 (GPC attValue)
      1 30012697	lug/crimp	 (GPC attValue)
      1 30012695	turpentine	 (GPC attValue)
      1 30012694	turpenoid	 (GPC attValue)
      1 30012693	paint extender	 (GPC attValue)
      1 30012692	paint texturing material	 (GPC attValue)
      1 30012691	paint calcimine	 (GPC attValue)
      1 30012690	paint levelling agent	 (GPC attValue)
      1 30012689	paint hardener	A substance mixed with paint or other protective covering to make the finish harder or more durable. (GPC attValue)
      1 30012688	paint conditioner	 (GPC attValue)
      1 30012687	paint drying accelerator	A substance that has to be added to the paint or lacquer to speed up the dry time, e.g. to improve downtime. (GPC attValue)
      1 30012686	paint thinner	 (GPC attValue)
      1 30012685	paint roller frame	 (GPC attValue)
      1 30012684	paint roller cover	 (GPC attValue)
      1 30012683	paint guard	 (GPC attValue)
      1 30012682	finish coat	 (GPC attValue)
      1 30012679	wood wax	 (GPC attValue)
      1 30012678	wood oil	 (GPC attValue)
      1 30012677	paint anti-slip	 (GPC attValue)
      1 30012676	paint tint	 (GPC attValue)
      1 30012675	paint dye	 (GPC attValue)
      1 30012674	paint decal	 (GPC attValue)
      1 30012673	effect wax	 (GPC attValue)
      1 30012672	roller (powered)	 (GPC attValue)
      1 30012671	sprayer (powered)	 (GPC attValue)
      1 30012670	paint pad	 (GPC attValue)
      1 30012669	paint sprayer (non powered)	 (GPC attValue)
      1 30012668	paint corner tool	 (GPC attValue)
      1 30012667	paint edger	 (GPC attValue)
      1 30012666	paint mitt	 (GPC attValue)
      1 30012665	paint roller	 (GPC attValue)
      1 30012664	paint brush	 (GPC attValue)
      1 30012659	varnish remover	 (GPC attValue)
      1 30012658	paint brush cleaner	 (GPC attValue)
      1 30012656	paint stripper/remover	 (GPC attValue)
      1 30012655	monument cleaner	 (GPC attValue)
      1 30012654	graffiti remover	 (GPC attValue)
      1 30012653	brick descaler	 (GPC attValue)
      1 30012652	paint/cleaning solvent	 (GPC attValue)
      1 30012650	paint brush handle	 (GPC attValue)
      1 30012649	roller handle	 (GPC attValue)
      1 30012647	edger pad	 (GPC attValue)
      1 30012646	paint pail	 (GPC attValue)
      1 30012645	paint mixer/blender	 (GPC attValue)
      1 30012644	paint tray	 (GPC attValue)
      1 30012643	paint stencil	 (GPC attValue)
      1 30012642	paint can shaker	 (GPC attValue)
      1 30012641	paint can opener	 (GPC attValue)
      1 30012640	paint brush/roller extension/telescopic pole	 (GPC attValue)
      1 30012637	methode traditionnelle/cremant	 (GPC attValue)
      1 30012636	methode traditionnelle	 (GPC attValue)
      1 30012632	low pressure sodium	 (GPC attValue)
      1 30012631	high pressure sodium	 (GPC attValue)
      1 30012630	mercury vapour	 (GPC attValue)
      1 30012629	metal halide	 (GPC attValue)
      1 30012628	heat shrinkable sleeve marker	 (GPC attValue)
      1 30012627	write-on wire marker	 (GPC attValue)
      1 30012626	insert cable marker	 (GPC attValue)
      1 30012625	wrap-around cable label	 (GPC attValue)
      1 30012624	tie-on cable marker	 (GPC attValue)
      1 30012623	roof strut channel	 (GPC attValue)
      1 30012622	cable tray	 (GPC attValue)
      1 30012621	wiring duct	 (GPC attValue)
      1 30012620	conduit	 (GPC attValue)
      1 30012619	floor moulding wire track	 (GPC attValue)
      1 30012618	surface raceway	 (GPC attValue)
      1 30012617	hanger	 (GPC attValue)
      1 30012616	grommet edging	 (GPC attValue)
      1 30012615	grommet	 (GPC attValue)
      1 30012612	radio frequency	 (GPC attValue)
      1 30012601	flame retardant	 (GPC attValue)
      1 30012599	braided expandable sleeving	 (GPC attValue)
      1 30012598	corrugated loom tubing	 (GPC attValue)
      1 30012597	spiral wrap	 (GPC attValue)
      1 30012596	high intensity discharge (hid)	 (GPC attValue)
      1 30012593	absorbent boom (diy)	 (GPC attValue)
      1 30012592	aggressive fluid	 (GPC attValue)
      1 30012591	non-aggressive fluid	 (GPC attValue)
      1 30012590	hydrocarbon	 (GPC attValue)
      1 30012589	screw fitting	 (GPC attValue)
      1 30012588	bayonet fitting	 (GPC attValue)
      1 30012587	desk	 (GPC attValue)
      1 30012586	task light	 (GPC attValue)
      1 30012585	ambient light	 (GPC attValue)
      1 30012583	accent light	 (GPC attValue)
      1 30012582	electronic ballast/starter	 (GPC attValue)
      1 30012581	magnetic ballast/starter	 (GPC attValue)
      1 30012574	spotlight track	 (GPC attValue)
      1 30012573	fluorescent batten	 (GPC attValue)
      1 30012572	ceiling mount	 (GPC attValue)
      1 30012571	wall bracket	 (GPC attValue)
      1 30012570	table lampstand	 (GPC attValue)
      1 30012569	floor lampstand	 (GPC attValue)
      1 30012567	downlighter/uplighter	 (GPC attValue)
      1 30012563	cement/mortar mixing board	 (GPC attValue)
      1 30012562	ultra	 (GPC attValue)
      1 30012561	frameless	 (GPC attValue)
      1 30012560	framed	 (GPC attValue)
      1 30012559	shower enclosure panel	 (GPC attValue)
      1 30012558	bath screen	 (GPC attValue)
      1 30012557	adjustable	 (GPC attValue)
      1 30012556	pipe connector	 (GPC attValue)
      1 30012551	caravan	 (GPC attValue)
      1 30012550	basement	 (GPC attValue)
      1 30012548	under-stair cloakroom	 (GPC attValue)
      1 30012545	universal plumbing waste	 (GPC attValue)
      1 30012544	bath plumbing waste	 (GPC attValue)
      1 30012543	shower trap	 (GPC attValue)
      1 30012542	grease trap	 (GPC attValue)
      1 30012541	sink trap	 (GPC attValue)
      1 30012540	finishing wheel	 (GPC attValue)
      1 30012539	flap wheel	 (GPC attValue)
      1 30012538	sanding drum	 (GPC attValue)
      1 30012537	nylon brush	 (GPC attValue)
      1 30012536	wire brush	 (GPC attValue)
      1 30012535	belt cleaner	 (GPC attValue)
      1 30012534	stop end	 (GPC attValue)
      1 30012533	tee	 (GPC attValue)
      1 30012531	isolating	 (GPC attValue)
      1 30012530	pipe cover	 (GPC attValue)
      1 30012529	compression	 (GPC attValue)
      1 30012528	equalising	 (GPC attValue)
      1 30012527	reducing	 (GPC attValue)
      1 30012525	combination machine	 (GPC attValue)
      1 30012524	tea maker	 (GPC attValue)
      1 30012523	instant coffee maker	 (GPC attValue)
      1 30012522	mocha maker	 (GPC attValue)
      1 30012521	filter coffee maker	 (GPC attValue)
      1 30012520	full automatic espresso maker	 (GPC attValue)
      1 30012519	fireplace flue liner	 (GPC attValue)
      1 30012518	fireplace hearth	 (GPC attValue)
      1 30012516	fireplace surround/mantel	 (GPC attValue)
      1 30012515	firebox	 (GPC attValue)
      1 30012514	fireplace suite	 (GPC attValue)
      1 30012511	electrical cable	 (GPC attValue)
      1 30012510	hot water pipe	 (GPC attValue)
      1 30012508	ph neutraliser	 (GPC attValue)
      1 30012507	polymer	 (GPC attValue)
      1 30012506	antifoamer/defoamer	 (GPC attValue)
      1 30012505	biocide	 (GPC attValue)
      1 30012504	water heater blanket	 (GPC attValue)
      1 30012503	radiator cover	 (GPC attValue)
      1 30012502	gas connector	 (GPC attValue)
      1 30012501	radiator valve	 (GPC attValue)
      1 30012500	temperature pressure relief valve	 (GPC attValue)
      1 30012499	water filtration fitting	 (GPC attValue)
